AUC_Baseline,AUC_Sustainable,KL_Baseline,KL_Sustainable
127.6674644033442,1013.4687475180691,0.05482164089003534,0.538413547284877
142.0642282012363,918.8819330145582,0.049573464897794184,0.4685671445059153
177.61192328359752,1225.360113716308,0.004145537154479892,0.6442894674579046
153.1130072735011,1127.6581580829634,0.023244573564608906,0.5998749047271341
86.7671842888015,487.81845247888504,0.04915594527501781,0.44319592685202214
235.0382252828567,1414.7327626232411,0.8398710405717478,0.21222616799649158
126.18724588970456,973.204745342115,0.746775206909631,0.1987372420892599
91.15828756428543,673.6423159931716,1.3632235159108743,0.06975200682899799
204.75473311727637,1376.5229977773995,1.2192529374146364,0.08923193191222295
180.07501294287275,1251.797484601023,1.0585410120535454,0.1848126673884264
102.68291223551,649.7942364384646,0.7511846187836512,0.17413821048106282
242.42557208909525,1468.3759236734177,1.348386980173394,0.24029977830456442
204.18009664839576,1315.3882071161122,0.09626976718904132,0.41171957127838565
193.28921763257006,1204.1894551456269,0.04498647136254995,0.6505545587920419
307.02536356367506,1590.7207195742756,1.1114711814114413,0.10348824536498408
170.56438360437295,1195.0092665781867,1.0510836145350742,0.11111173524704941
133.82079882335844,1105.2949472165933,0.9529557623007184,0.1882385892747628
102.14908971523295,856.1387352316036,1.0911568597903671,0.07988876777159458
195.60450727296748,1283.2333551050183,0.023059224184028282,0.5624149948377567
145.91215464214247,1216.8458392200314,0.09464557387910422,0.22532575857926734
146.32657220984066,973.036293613219,0.05407594441568128,0.41581508654318855
112.5246140193718,873.1496312023578,0.016371901986655876,0.6313733290948755
158.44083237922155,1090.4168977070183,0.040135513459978345,0.37436014273006946
128.36627971194002,997.3214285751833,0.8725636265533415,0.20458958202155772
105.50786410981311,792.6771110064406,0.8509717940277701,0.07912027310946006
76.95377974596096,641.5072269838132,0.9988511212737048,0.2163877805716355
237.35594618635187,1338.06204961654,1.0389606653977494,0.25079203043194015
36.31434638407071,118.12552200078015,1.3777199084819052,0.12394680306555787
170.61858877127312,1244.4800390737869,0.9396921170509448,0.10638888036371084
99.37660967748045,617.2128716066337,0.02186376277484968,0.6480167119566268
196.31118227626172,1397.5108075585688,1.2723075523036949,0.08982828743696727
120.32099658578173,869.2406814953956,0.02033380234220393,0.40919020135249806
207.79459346931114,1306.1414573563638,0.05188541178335833,0.5963017059923378
116.72630997575772,871.8151586859598,0.6709545510616713,0.27034194155725577
168.9020028820542,1083.931318954648,1.0655878426708805,0.10815045395518484
209.4703740357511,1270.3519758885147,1.057796922818929,0.22337097027344058
104.21490368379335,776.8372683965733,1.1495800735355177,0.23104642839167727
227.21893106344643,1411.638795197811,1.015233254874405,0.23415830985846686
77.54007653261341,425.63061611500586,0.17552495377025826,0.579629466336743
166.92182448271572,1165.6146099785374,0.6811550246423422,0.224933392568911
244.30025386833285,1399.3420641605703,1.046797942220772,0.035270740244708124
172.0803423891715,1217.216155116968,0.09206513255632823,0.6737374594168244
283.1760996533747,1551.6463104076872,0.7899894436206617,0.20483011766898593
104.82976023892371,917.9945293851089,1.0959869026149627,0.19635506494456972
98.37226805172415,844.0090012674908,1.7171730170233588,0.24772884734021505
114.53302525815825,869.5740176760299,1.0603017800597028,0.2074164882788911
209.83490092337013,1285.152436066304,1.214397553885487,0.12478906715130215
176.0207779941618,1182.717800325198,0.736374028241759,0.1965188530579734
173.72215383950098,1161.7908707481085,0.8370213738929575,0.2683860379280972
77.10390356488189,543.4725971567685,1.271401178706555,0.15969195919166562
253.34011376600358,1371.8985860861483,0.862334063739356,0.26093756349351405
88.38165012355122,689.5165607636604,1.188635466112734,0.1351765478197238
230.05704175664158,1419.873086130466,0.7974213582129982,0.14544132029169538
207.59245173666983,1675.9605356994234,1.0441051914423343,0.1755983381486529
209.91413888036513,1260.3380736571119,1.003235054174516,0.18402519127627023
132.64112417938483,1054.5912683781303,0.9793626430757838,0.22589441167190316
120.78013770144385,1022.6549836964723,0.8735587327430407,0.22884809879976156
52.48880358753671,238.1699311302863,0.828422034324453,0.19236279443536686
129.18116219529077,984.6565179638357,0.053737435629239966,0.4440859985450357
75.73753825316936,384.05849949275535,0.8302487615851358,0.1778745113935734
75.0288684811445,782.5293688503451,0.036494722044764435,0.634580050721004
204.08104812210627,1449.702917478394,0.954639782523008,0.218886413456465
176.764173912453,1166.2540928645087,0.7630176761169125,0.06982373474982145
148.7422510115275,1140.4141327156117,0.07843137216172905,0.4057170794186147
139.42058299532704,1050.2961337839984,0.0026178314463087965,0.3739087668828923
152.5983235390358,1061.1375089768,0.03785673281207952,0.6342211849145215
248.81088174074392,1369.1174391747784,0.9065327376969259,0.24679155460403948
155.68715380465403,1135.799778927909,0.03657292376465855,0.41215536015179066
148.7801222110338,1116.4977244524023,1.0518464210680203,0.14580544832897657
143.5135240882595,1051.9740246251074,1.1228583477023883,0.1000818274786227
144.06965949623665,1003.4198304766354,1.1226437893793901,0.1723746954898218
94.99352377070214,554.462355635943,0.01781099581828685,0.25616613239524566
72.78001947446022,252.58765864462336,0.9401529617028533,0.21743791077143318
